id,title,title_general,definition,contributor,timestamps
1079,The cock of the walk,,,Christina,2024-01-16 00:00:01
1080,Not on my watch,,,Christina,2024-01-16 00:00:02
3,Don’t hold your breath,Don't hold your breath,Don't expect something to happen. (The idea being that one couldn't hold one's breath long enough for the unlikely thing to happen.),,2023-07-13 00:00:03
10,Let the cat out of the bag,Let the cat out of the bag,To reveal a secret. ,,2023-07-13 00:00:10
1073,A wake up call,,,Miles,2023-11-17 00:00:07
666,Rule the roost,Rule the roost,To be the real boss; to be the person in charge. ,,2023-08-08 00:00:08
667,Leave the table while you still have an appetite,,,,2023-08-08 00:00:09
1023,Being on the ball,,,Miles,2023-09-28 00:00:02
128,Missed the forest for the trees,can't see the forest for the trees,"Cannot see, understand, or focus on a situation in its entirety due to being preoccupied with minor details.",Eve,2023-07-14 00:00:01
129,"When in Rome, do as the Romans do",When in rome (do as the romans do),"One should do what is customary or typical in a particular place or setting, especially when one is a tourist. ",Miles,2023-07-14 00:00:02
130,6 in one hand half dozen in the other,"six in one, (and) half a dozen in the other","The difference between these two options is negligible, irrelevant, or unimportant; either option is fine or will work as well as the other.",Eve,2023-07-14 00:00:03
131,6 ways to Sunday,6 wasy to Sunday,Thoroughly or completely; in every possible way; from every conceivable angle. ,Eve,2023-07-14 00:00:04
134,A wolf in sheep’s clothing,A wolf in sheep's clothing,A person or thing that appears harmless but is actually dangerous or bad. ,Miles,2023-07-14 00:00:07
135,Does a bear shit in the woods,,"A rhetorical question meaning the answer to the previous question is emphatically and obviously '"yes.'" ",Miles,2023-07-14 00:00:08
136,Raining cats and dogs,It's raining cats and dogs,It is raining extremely heavily. ,Eve,2023-07-14 00:00:09
758,Cloud 9,Cloud nine,,Ryan,2023-08-18 00:00:19
167,Not in the cards,,,,2023-07-14 00:40:00
772,To live in someone’s shadow,,,Eve,2023-08-20 00:00:07
241,Let it slide,Let (something or someone) slide,To choose not to take any action to correct or improve a particular situation or someone's actions or behavior. ,Miles,2023-07-15 00:00:00
221,Well runs dry,,,,2023-07-14 01:34:00
242,Pass the buck,Pass the buck,"To shift or reassign the blame or responsibility (for something) to another person, group, or thing. ",Miles,2023-07-15 00:00:01
243,X marks the spot,X marks the spot,This sign or mark (not necessarily an X) indicates the specific or exact location (of something). ,Miles,2023-07-15 00:00:02
244,15 minutes of fame,15 minutes of fame,A brief period of celebrity or notoriety. The term was coined by artist Andy Warhol. ,Miles,2023-07-15 00:00:03
245,Hit the spot,Hit the spot,"To satisfy something, such as hunger or a craving. ",Miles,2023-07-15 00:00:04
246,Made in the shade,Made in the shade,"In a comfortable position in life, usually due to some manner of financial success or windfall. ",Eve,2023-07-15 00:00:05
247,Run for your money,Run for (one's) money,A prolonged period of success. ,Miles,2023-07-15 00:00:06
249,Out to lunch,Out to (some meal),Away from one's normal location to eat a particular meal. ,Eve,2023-07-15 00:00:08
250,Circling the drain,Circle the drain,"To be in a state of severe deterioration such that one is approaching inevitable ruin, failure, or death. Usually used in the continuous form. ",Eve,2023-07-15 00:00:09
251,That’s the ticket,That's the ticket,That is exactly the thing that is or was needed or called for. ,,2023-07-15 00:00:10
252,Sloppy seconds,,,Miles,2023-07-15 00:00:11
253,Back in the fold,,,Eve,2023-07-15 00:00:12
254,Take someone under your wing,Take (someone) under (one's) wing,"To act as someone''s guardian, protector, or mentor, especially someone who is vulnerable or in need of help, protection, or instruction. ",Eve,2023-07-15 00:00:13
255,We’re not in kansas anymore,Be not in kansas anymore,To no longer be in a place that one knows or where one is comfortable; to be in a completely unfamiliar and/or discomfiting environment. A reference to ,Eve,2023-07-15 00:00:14
256,Out of the woods,Out of the wood(s),"No longer in danger or dealing with a particular difficulty, though not entirely resolved. Usually used in the negative. ",Eve,2023-07-15 00:00:15
257,Balls of steel,,,Eve,2023-07-15 00:00:16
258,Eyes too big for your stomach,,,,2023-07-15 00:00:17
259,Doe eyed,,,Eve,2023-07-15 00:00:18
260,Snug as a bug in a rug,Snug as a bug (in a rug),"Very warm and cozy, typically while wrapped in blankets. ",Miles,2023-07-15 00:00:19
261,The cat that ate the canary,The cat that ate the canary,Someone who is smugly pleased or self-satisfied. ,Eve,2023-07-15 00:00:20
262,Tongue twister,Tongue twister,A word or phrase that is hard to say clearly due to difficult alliteration or pronunciation. ,Eve,2023-07-15 00:00:21
263,Roll of the dice,Roll of the dice,An especially risky action undertaken to achieve a favorable but unlikely outcome. ,Eve,2023-07-15 00:00:22
264,He’s lost his marbles,,,,2023-07-15 00:00:23
266,Dead of night,Dead of night,The middle of the night. ,Eve,2023-07-15 00:00:25
301,Comparison is the thief of joy,,,Eve,2023-07-16 00:00:01
302,Robbing the cradle,Rob the cradle,To date someone who is much younger than oneself. ,Miles,2023-07-16 00:00:02
303,Going the way of the buffalo,,,Miles,2023-07-16 00:00:03
304,Shell of your former self,A shell of (someone's or something's) former self,"A person, group, place, etc., that has become dramatically less healthy, vivacious, or robust, often following some traumatic event or negative circumstances. ",Eve,2023-07-16 00:00:04
305,The call is coming from inside the house,,,Eve,2023-07-16 00:00:05
306,Coming out swinging,Come out swinging,To compete or defend someone or something passionately or aggressively. ,Eve,2023-07-16 00:00:06
307,Rose colored glasses,Rose-colored glasses,"An unduly idealistic, optimistic, sentimental, or wistful perspective on or about something. Primarily heard in US. ",Eve,2023-07-16 00:00:07
308,Fog of war,The fog of war,"Confusion, uncertainty, or skewed judgment caused by the violence and chaos of warfare, especially in relation to one''s own capability compared to that of one''s enemy. ",Miles,2023-07-16 00:00:08
309,The whole 9 yards,,,,2023-07-16 00:00:09
310,Turning over in your grave,(someone) is/would be turning over in their grave,"The thing in question is offensive to the memory of someone; someone would be filled with shame, disgust, or disapproval if they were alive today. ",Eve,2023-07-16 00:00:10
311,Shooting fish in a barrel,Like shooting fish in a barrel,"Of some task or activity, exceptionally easy to do or accomplish. ",Miles,2023-07-16 00:00:11
312,Light a fire under your ass,,,Mike,2023-07-16 00:00:12
313,An old flame,An/(one's) old flame,One's former lover. ,Mike,2023-07-16 00:00:13
314,Up in smoke,Up in smoke,Destroyed by fire. ,Mike,2023-07-16 00:00:14
315,Fighting fire with fire,Fight fire with fire,To retaliate with the same methods that one has had to endure. ,Miles,2023-07-16 00:00:15
316,Firing in all cylinders,,,Mike,2023-07-16 00:00:16
317,The lion’s share,The lion's share,The largest part or portion of something. ,,2023-07-16 00:00:17
318,Pedal to the metal,Pedal to the metal,Drive as fast as you can; push the accelerator down. ,,2023-07-16 00:00:18
319,Throw in the towel,Throw in the towel,To give up on some endeavor; to quit or abandon something; to admit defeat or failure. ,,2023-07-16 00:00:19
486,The nearer the bone the sweeter the meat,"The nearer the bone, the sweeter the meat",The last parts of something are the most enjoyable. ,Eve,2023-07-19 00:00:06
300,Carrot on a stick,Carrot on a stick,"A reward that is promised to someone as an incentive to complete some task. It is a variant of '"carrot and stick'" or '"carrot or stick,'" which refer to both reward and punishment being simultaneously offered/threatened as an incentive to complete a task. ",Miles,2023-07-16 00:00:00
773,To never measure up,,,Eve,2023-08-20 00:00:08
370,Paint with broad strokes,,,,2023-07-16 00:01:10
416,Fly by the seat of your pants,Fly by the seat of (one's) pants,"To rely on one''s instinct, as opposed to acting according to a set plan. ",Eve,2023-07-17 00:00:01
132,Burning bridges,Burn (one's) bridges,,Miles,2023-07-14 00:00:05
417,Play stupid games win stupid prizes,"Play stupid games, win stupid prizes","If you engage in behavior that is stupid, obnoxious, or reckless, you will suffer unpleasant consequences. ",Eve,2023-07-17 00:00:02
418,On the nose,On the nose,Precisely accurate; exactly right. ,,2023-07-17 00:00:03
419,Hit the nail on the head,Hit the nail (right) on the head,"Literally, to strike a nail on its head (the flat, circular end). ",,2023-07-17 00:00:04
420,Kick the bucket,,,,2023-07-17 00:00:05
485,Jack of all trades,Jack of all trades,A person who is skilled in many different areas. ,,2023-07-19 00:00:05
823,Get a big head,Get a big head,To become arrogant or conceited; to assume an exaggeratedly high opinion of oneself. ,Miles,2023-08-25 00:00:17
470,A whole other ball game,,,Mike,2023-07-18 00:00:00
487,To worry is to make payments on a debt that may never come due,,,Eve,2023-07-19 00:00:07
824,Getting on your soap box,,,Miles,2023-08-25 00:00:18
473,Letting your true colors shine,,,,2023-07-18 00:00:03
481,Opiate of the masses,The opiate of the masses,"That which creates a feeling of false happiness, contentment, or numbness to reality. Adapted from Karl Marx''s description of organized religion. ",Eve,2023-07-19 00:00:01
482,The faster they rise the harder they fall,,,Eve,2023-07-19 00:00:02
483,Out of sight out of mind,"Out of sight, out of mind",That which cannot be seen or is not noticeable will be forgotten. ,,2023-07-19 00:00:03
484,Wearing multiple hats,,,,2023-07-19 00:00:04
488,A rolling stone gathers no moss,A rolling stone gathers no moss,"A person who wanders or travels often and at length will not be burdened by attachments such as friends, family, or possessions. Can be used as a negative (to suggest that such a person won''t find a fulfilling place in life) or as a positive (to suggest that they will have a more interesting and unpredictable life). ",Eve,2023-07-19 00:00:08
489,Necessity is the mother of invention,Necessity is the mother of invention,Creative solutions are often produced in response to difficulties or hardships that need to be overcome. ,Eve,2023-07-19 00:00:09
490,A day late and a dollar short,A day late and a dollar short,Too late to be of any benefit. ,Eve,2023-07-19 00:00:10
491,Sixpence none the richer,History,,Eve,2023-07-19 00:00:11
494,For whom the bell tolls,Background,Ernest Hemingway wrote ,Eve,2023-07-19 00:00:14
878,Out of the loop,Out of the loop,Not privy to the most up-to-date information. ,Christina,2023-08-30 00:00:01
536,Herding cats,Be like herding cats,To be very unwieldy or unmanageable; to be nearly impossible to organize. Usually said of a group of people. ,Eve,2023-07-20 00:00:00
524,Slap my ass and call me Sally,,,Eve,2023-07-19 00:00:44
879,Snap out of it,Snap out of (something),"To suddenly recover or be freed from some negative or undesirable condition, emotion, or situation. ",Christina,2023-08-30 00:00:02
659,Served on a silver platter,,,Miles,2023-08-08 00:00:01
660,Fed from a silver spoon,,,Miles,2023-08-08 00:00:02
661,The road paved in gold,,,,2023-08-08 00:00:03
662,Pillow talk,Pillow talk,Intimate conversations between two people in a romantic relationship when they are in bed together. ,,2023-08-08 00:00:04
663,Get the ball rolling,Get the ball rolling,"To set something, often a process, in motion; to begin. ",,2023-08-08 00:00:05
664,Long walk off a short pier,,,,2023-08-08 00:00:06
665,Bent out of shape,Bent out of shape,"Of a person, upset or angry. ",,2023-08-08 00:00:07
688,Cut me to the quick,Cut (one) to the quick,To slice a part of the body very deeply. ,Christina,2023-08-09 00:00:16
684,Time to hang up your hat,,,,2023-08-09 00:00:12
709,Off the deep end,Off the deep end,Crazy or irrational. ,Christina,2023-08-15 00:00:01
710,Toe to toe,Toe-to-toe,"A direct conflict between two people or groups, possibly in close quarters. ",Christina,2023-08-15 00:00:02
711,By a hair,By a hair,"By an extremely short or slim margin (of distance, time, or another measure). ",Miles,2023-08-15 00:00:03
712,Chip in,Chip in,"To contribute to something being undertaken by a group, such as a task or collection. ",Christina,2023-08-15 00:00:04
713,The whole enchilada,The whole enchilada,Every part of a multifaceted thing or situation taken together as a whole; the whole thing. ,Christina,2023-08-15 00:00:05
714,The whole kit and caboodle,The (whole) kit and caboodle,All the parts of a group of things. ,Miles,2023-08-15 00:00:06
715,Flavor of the month,Flavor of the month,Someone or something very popular but only temporarily or ephemerally. The phrase is often used to describe fleeting romantic relationships. ,Miles,2023-08-15 00:00:07
931,Take something off your plate,,,Christina,2023-09-01 00:00:07
760,Putting in leg work,,,Christina,2023-08-19 00:00:01
761,In the limelight,In the limelight,At the center of attention. The phrase refers to a type of lamp that was previously used in theatrical stage lighting. ,Christina,2023-08-19 00:00:02
762,15 minutes of fame,15 minutes of fame,A brief period of celebrity or notoriety. The term was coined by artist Andy Warhol. ,Christina,2023-08-19 00:00:03
763,Hit the bricks,Hit the bricks,"To depart, often on foot. ",Christina,2023-08-19 00:00:04
764,End of the line,The end of the line,"The physical end of a route of travel, usually a bus or train route. ",Christina,2023-08-19 00:00:05
765,In the thick of it,In the thick of it,Very busy; in the middle of or preoccupied with something or several things. ,Christina,2023-08-20 00:00:00
766,Run of the mill,Run-of-the-mill,"Common, standard, or average; mediocre. ",Miles,2023-08-20 00:00:01
767,Off the cuff,Off the cuff,Casually and spontaneously; without planning or preparation. Often hyphenated. ,Miles,2023-08-20 00:00:02
768,Dark night of the soul,Poem and treatise of st. john of the cross,,Eve,2023-08-20 00:00:03
769,Off the rails,Be off the rails,"To be in a state of chaos, dysfunction, or disorder. ",Miles,2023-08-20 00:00:04
770,Living under a rock,Live under a rock,"To be oblivious to or ignorant of something that is very widely known, often related to pop culture. ",Eve,2023-08-20 00:00:05
771,True measure of a man,,,Eve,2023-08-20 00:00:06
778,This day in age,,,Miles,2023-08-22 00:00:02
827,Turn an burn,,,Miles,2023-08-25 00:00:21
985,Hand in glove,Hand in glove,In close association or collaboration (with someone or something). ,Christina,2023-09-07 00:00:19
118,The grass is always greener on the other side of the fence,The grass is always greener (on the other side),Other people's circumstances or belongings always seem more desirable than one's own. ,,2023-07-13 00:01:58
119,Birds of a feather flock together,Birds of a feather flock together,"People who have similar interests, ideas, or characteristics tend to seek out or associate with one another. ",,2023-07-13 00:01:59
120,What's good for the goose is good for the gander,what's good for the goose is good for the gander,Used to say that one person or situation should be treated the same way that another person or situation is treated,Eve,2023-07-13 00:02:00
155,Screwed the pooch,Screw the pooch,"To make a very serious, grievous, or irreversible mistake; to ruin something or cause something to fail due to such an error. ",Eve,2023-07-14 00:28:00
194,Chasing the dragon,Chase the dragon,"To smoke a controlled substance, often heroin. ",,2023-07-14 01:07:00
248,Chopped liver,Chopped liver,"A trivial, unimportant, or unappealing person or thing. The phrase likely originated as a part of Jewish humor, referring to the serving of chopped liver as a common side dish (thus overlooked in favor of the main course), the taste of which many do not find appealing. ",Miles,2023-07-15 00:00:07
555,Light in the loafers,,"Homosexual, especially of men. ",,2023-07-20 00:00:19
614,Shit or get off the pot,Shit or get off the pot,Either commit to doing something productive or step aside and stop wasting time. ,,2023-07-24 00:00:09
1041,Put it all on the line,Put it all on the line,To put forth one's maximum amount of energy or effort; to make use of all of one's resources or abilities. ,Christina,2023-10-10 00:00:05
1042,Over the top,Over the top,"Beyond a certain limit, threshold, goal, or quota. ",Miles,2023-10-14 00:00:01
1043,Touch base,Touch base (with someone),To contact someone to update them or receive an update from them. ,Miles,2023-10-14 00:00:02
1044,Within an inch of life,Within an inch of (one's) life,"Very soundly or thoroughly, to or as if to the point of near death. ",Christina,2023-10-18 00:00:01
1045,Picking your brain,Pick (one's) brain(s),To ask one questions in order to obtain detailed information or advice. ,Christina,2023-10-18 00:00:02
1046,A slap in the face,Slap in the face,Words or actions that have offended or otherwise upset someone. ,Christina,2023-10-18 00:00:03
1047,A slap on the wrist,Slap on the wrist,A mild punishment or warning. ,Miles,2023-10-27 00:00:01
1050,To have someone’s back,,,Miles,2023-10-27 00:00:03
